[SIMINFO]: Generating pseudo random numbers ...
[SIMINFO]: Generating topology scenario ...
[SIMINFO]: Generating node scenario ...
[SIMINFO]: Creating topology scenario reader ...
[SIMINFO]: Creating node scenario reader ...
[SIMINFO]: Creating 5 Node Objects
[SIMINFO]: 0: 10 -INITIALIZE-;
[SIMINFO]: 0: 0-4 -UP-;
[SIMINFO]: Node id range = 0-4
[SIMINFO]: 1000: 10 -STOP_SIMULATION-;
[SIMINFO]: Initialization: 0: Position: {20, 234}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 816: 1: Position: {166, 79}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 6.0s
[SIMINFO]: 816: 2: Position: {53, 255}, Status: MOBILE, Mobility: 4.0s, 127.31 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 816: 3: Position: {425, 44}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 0.0s
[SIMINFO]: 817: 0: Position: {111, 455}, Status: MOBILE, Mobility: 1.0s, 178.79 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 817: 1: Position: {166, 79}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 5.0s
[SIMINFO]: 817: 2: Position: {53, 258}, Status: MOBILE, Mobility: 3.0s, 127.31 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 817: 3: Position: {425, 44}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 9.0s
[SIMINFO]: 818: 0: Position: {106, 456}, Status: MOBILE, Mobility: 0.0s, 178.79 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 818: 1: Position: {166, 79}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 4.0s
[SIMINFO]: 818: 2: Position: {53, 261}, Status: MOBILE, Mobility: 2.0s, 127.31 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 818: 3: Position: {425, 44}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 8.0s
[SIMINFO]: 819: 0: Position: {106, 456}, Status: MOBILE, Mobility: 5.0s, 87.03 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 819: 1: Position: {166, 79}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 3.0s
[SIMINFO]: 819: 2: Position: {53, 264}, Status: MOBILE, Mobility: 1.0s, 127.31 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 819: 3: Position: {425, 44}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 7.0s
[SIMINFO]: 820: 0: Position: {108, 453}, Status: MOBILE, Mobility: 4.0s, 87.03 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 820: 1: Position: {166, 79}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 2.0s
[SIMINFO]: 820: 2: Position: {53, 267}, Status: MOBILE, Mobility: 0.0s, 127.31 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 820: 3: Position: {425, 44}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 6.0s
[SIMINFO]: 821: 0: Position: {110, 450}, Status: MOBILE, Mobility: 3.0s, 87.03 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 821: 1: Position: {166, 79}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 821: 2: Position: {53, 267}, Status: MOBILE, Mobility: 7.0s, 199.91 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 821: 3: Position: {425, 44}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 5.0s
[SIMINFO]: 822: 0: Position: {112, 447}, Status: MOBILE, Mobility: 2.0s, 87.03 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 822: 1: Position: {166, 79}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 0.0s
[SIMINFO]: 822: 2: Position: {54, 265}, Status: MOBILE, Mobility: 6.0s, 199.91 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 822: 3: Position: {425, 44}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 4.0s
[SIMINFO]: 823: 0: Position: {114, 444}, Status: MOBILE, Mobility: 1.0s, 87.03 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 823: 1: Position: {166, 79}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 9.0s
[SIMINFO]: 823: 2: Position: {55, 263}, Status: MOBILE, Mobility: 5.0s, 199.91 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 823: 3: Position: {425, 44}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 3.0s
[SIMINFO]: 824: 0: Position: {116, 441}, Status: MOBILE, Mobility: 0.0s, 87.03 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 824: 1: Position: {166, 79}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 8.0s
[SIMINFO]: 824: 2: Position: {56, 261}, Status: MOBILE, Mobility: 4.0s, 199.91 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 824: 3: Position: {425, 44}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 2.0s
[SIMINFO]: 825: 0: Position: {116, 441}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 8.0s
[SIMINFO]: 825: 1: Position: {166, 79}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 7.0s
[SIMINFO]: 825: 2: Position: {57, 259}, Status: MOBILE, Mobility: 3.0s, 199.91 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 825: 3: Position: {425, 44}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 826: 0: Position: {116, 441}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 7.0s
[SIMINFO]: 826: 1: Position: {166, 79}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 6.0s
[SIMINFO]: 826: 2: Position: {58, 257}, Status: MOBILE, Mobility: 2.0s, 199.91 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 826: 3: Position: {425, 44}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 0.0s
[SIMINFO]: 827: 0: Position: {116, 441}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 6.0s
[SIMINFO]: 827: 1: Position: {166, 79}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 5.0s
[SIMINFO]: 827: 2: Position: {59, 255}, Status: MOBILE, Mobility: 1.0s, 199.91 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 827: 3: Position: {425, 44}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 2.0s
[SIMINFO]: 828: 0: Position: {116, 441}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 5.0s
[SIMINFO]: 828: 1: Position: {166, 79}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 4.0s
[SIMINFO]: 828: 2: Position: {60, 253}, Status: MOBILE, Mobility: 0.0s, 199.91 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 828: 3: Position: {425, 44}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 829: 0: Position: {116, 441}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 4.0s
[SIMINFO]: 829: 1: Position: {166, 79}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 3.0s
[SIMINFO]: 829: 2: Position: {60, 253}, Status: MOBILE, Mobility: 6.0s, 220.48 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 829: 3: Position: {425, 44}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 0.0s
[SIMINFO]: 830: 0: Position: {116, 441}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 3.0s
[SIMINFO]: 830: 1: Position: {166, 79}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 2.0s
[SIMINFO]: 830: 2: Position: {63, 255}, Status: MOBILE, Mobility: 5.0s, 220.48 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 830: 3: Position: {425, 44}, Status: MOBILE, Mobility: 9.0s, 176.09 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 831: 0: Position: {116, 441}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 2.0s
[SIMINFO]: 831: 1: Position: {166, 79}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 831: 2: Position: {66, 257}, Status: MOBILE, Mobility: 4.0s, 220.48 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 831: 3: Position: {430, 45}, Status: MOBILE, Mobility: 8.0s, 176.09 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 832: 0: Position: {116, 441}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 832: 1: Position: {166, 79}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 0.0s
[SIMINFO]: 832: 2: Position: {69, 259}, Status: MOBILE, Mobility: 3.0s, 220.48 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 832: 3: Position: {435, 46}, Status: MOBILE, Mobility: 7.0s, 176.09 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 833: 0: Position: {116, 441}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 0.0s
[SIMINFO]: 833: 1: Position: {166, 79}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 3.0s
[SIMINFO]: 833: 2: Position: {72, 261}, Status: MOBILE, Mobility: 2.0s, 220.48 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 833: 3: Position: {440, 47}, Status: MOBILE, Mobility: 6.0s, 176.09 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 834: 0: Position: {116, 441}, Status: MOBILE, Mobility: 8.0s, 294.06 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 834: 1: Position: {166, 79}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 2.0s
[SIMINFO]: 834: 2: Position: {75, 263}, Status: MOBILE, Mobility: 1.0s, 220.48 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 834: 3: Position: {445, 48}, Status: MOBILE, Mobility: 5.0s, 176.09 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 835: 0: Position: {117, 437}, Status: MOBILE, Mobility: 7.0s, 294.06 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 835: 1: Position: {166, 79}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 835: 2: Position: {78, 265}, Status: MOBILE, Mobility: 0.0s, 220.48 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 835: 3: Position: {450, 49}, Status: MOBILE, Mobility: 4.0s, 176.09 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 836: 0: Position: {118, 433}, Status: MOBILE, Mobility: 6.0s, 294.06 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 836: 1: Position: {166, 79}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 0.0s
[SIMINFO]: 836: 2: Position: {78, 265}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 4.0s
[SIMINFO]: 836: 3: Position: {455, 50}, Status: MOBILE, Mobility: 3.0s, 176.09 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 837: 0: Position: {119, 429}, Status: MOBILE, Mobility: 5.0s, 294.06 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 837: 1: Position: {166, 79}, Status: MOBILE, Mobility: 4.0s, 130.06 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 837: 2: Position: {78, 265}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 3.0s
[SIMINFO]: 837: 3: Position: {460, 51}, Status: MOBILE, Mobility: 2.0s, 176.09 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 838: 0: Position: {120, 425}, Status: MOBILE, Mobility: 4.0s, 294.06 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 838: 1: Position: {165, 75}, Status: MOBILE, Mobility: 3.0s, 130.06 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 838: 2: Position: {78, 265}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 2.0s
[SIMINFO]: 838: 3: Position: {465, 52}, Status: MOBILE, Mobility: 1.0s, 176.09 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 839: 0: Position: {121, 421}, Status: MOBILE, Mobility: 3.0s, 294.06 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 839: 1: Position: {164, 71}, Status: MOBILE, Mobility: 2.0s, 130.06 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 839: 2: Position: {78, 265}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 839: 3: Position: {470, 53}, Status: MOBILE, Mobility: 0.0s, 176.09 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 840: 0: Position: {122, 417}, Status: MOBILE, Mobility: 2.0s, 294.06 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 840: 1: Position: {163, 67}, Status: MOBILE, Mobility: 1.0s, 130.06 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 840: 2: Position: {78, 265}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 0.0s
[SIMINFO]: 840: 3: Position: {470, 53}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 6.0s
[SIMINFO]: 841: 0: Position: {123, 413}, Status: MOBILE, Mobility: 1.0s, 294.06 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 841: 1: Position: {162, 63}, Status: MOBILE, Mobility: 0.0s, 130.06 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 841: 2: Position: {78, 265}, Status: MOBILE, Mobility: 5.0s, 223.94 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 841: 3: Position: {470, 53}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 5.0s
[SIMINFO]: 842: 0: Position: {124, 409}, Status: MOBILE, Mobility: 0.0s, 294.06 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 842: 1: Position: {162, 63}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 3.0s
[SIMINFO]: 842: 2: Position: {77, 263}, Status: MOBILE, Mobility: 4.0s, 223.94 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 842: 3: Position: {470, 53}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 4.0s
[SIMINFO]: 843: 0: Position: {124, 409}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 2.0s
[SIMINFO]: 843: 1: Position: {162, 63}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 2.0s
[SIMINFO]: 843: 2: Position: {76, 261}, Status: MOBILE, Mobility: 3.0s, 223.94 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 843: 3: Position: {470, 53}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 3.0s
[SIMINFO]: 844: 0: Position: {124, 409}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 844: 1: Position: {162, 63}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 844: 2: Position: {75, 259}, Status: MOBILE, Mobility: 2.0s, 223.94 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 844: 3: Position: {470, 53}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 2.0s
[SIMINFO]: 845: 0: Position: {124, 409}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 0.0s
[SIMINFO]: 845: 1: Position: {162, 63}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 0.0s
[SIMINFO]: 845: 2: Position: {74, 257}, Status: MOBILE, Mobility: 1.0s, 223.94 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 845: 3: Position: {470, 53}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 846: 0: Position: {124, 409}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 846: 1: Position: {162, 63}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 3.0s
[SIMINFO]: 846: 2: Position: {73, 255}, Status: MOBILE, Mobility: 0.0s, 223.94 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 846: 3: Position: {470, 53}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 0.0s
[SIMINFO]: 847: 0: Position: {124, 409}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 0.0s
[SIMINFO]: 847: 1: Position: {162, 63}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 2.0s
[SIMINFO]: 847: 2: Position: {73, 255}, Status: MOBILE, Mobility: 3.0s, 191.02 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 847: 3: Position: {470, 53}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 848: 0: Position: {124, 409}, Status: MOBILE, Mobility: 10.0s, 153.0 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 848: 1: Position: {162, 63}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 848: 2: Position: {71, 257}, Status: MOBILE, Mobility: 2.0s, 191.02 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 848: 3: Position: {470, 53}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 0.0s
[SIMINFO]: 849: 0: Position: {122, 411}, Status: MOBILE, Mobility: 9.0s, 153.0 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 849: 1: Position: {162, 63}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 0.0s
[SIMINFO]: 849: 2: Position: {69, 259}, Status: MOBILE, Mobility: 1.0s, 191.02 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 849: 3: Position: {470, 53}, Status: MOBILE, Mobility: 7.0s, 35.82 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 850: 0: Position: {120, 413}, Status: MOBILE, Mobility: 8.0s, 153.0 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 850: 1: Position: {162, 63}, Status: MOBILE, Mobility: 6.0s, 101.6 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 850: 2: Position: {67, 261}, Status: MOBILE, Mobility: 0.0s, 191.02 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 850: 3: Position: {468, 48}, Status: MOBILE, Mobility: 6.0s, 35.82 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 851: 0: Position: {118, 415}, Status: MOBILE, Mobility: 7.0s, 153.0 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 851: 1: Position: {162, 64}, Status: MOBILE, Mobility: 5.0s, 101.6 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 851: 2: Position: {67, 261}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 3.0s
[SIMINFO]: 851: 3: Position: {466, 43}, Status: MOBILE, Mobility: 5.0s, 35.82 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 852: 0: Position: {116, 417}, Status: MOBILE, Mobility: 6.0s, 153.0 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 852: 1: Position: {162, 65}, Status: MOBILE, Mobility: 4.0s, 101.6 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 852: 2: Position: {67, 261}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 2.0s
[SIMINFO]: 852: 3: Position: {464, 38}, Status: MOBILE, Mobility: 4.0s, 35.82 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 853: 0: Position: {114, 419}, Status: MOBILE, Mobility: 5.0s, 153.0 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 853: 1: Position: {162, 66}, Status: MOBILE, Mobility: 3.0s, 101.6 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 853: 2: Position: {67, 261}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 853: 3: Position: {462, 33}, Status: MOBILE, Mobility: 3.0s, 35.82 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 854: 0: Position: {112, 421}, Status: MOBILE, Mobility: 4.0s, 153.0 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 854: 1: Position: {162, 67}, Status: MOBILE, Mobility: 2.0s, 101.6 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 854: 2: Position: {67, 261}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 0.0s
[SIMINFO]: 854: 3: Position: {460, 28}, Status: MOBILE, Mobility: 2.0s, 35.82 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 855: 0: Position: {110, 423}, Status: MOBILE, Mobility: 3.0s, 153.0 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 855: 1: Position: {162, 68}, Status: MOBILE, Mobility: 1.0s, 101.6 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 855: 2: Position: {67, 261}, Status: MOBILE, Mobility: 2.0s, 162.4 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 855: 3: Position: {458, 23}, Status: MOBILE, Mobility: 1.0s, 35.82 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 856: 0: Position: {108, 425}, Status: MOBILE, Mobility: 2.0s, 153.0 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 856: 1: Position: {162, 69}, Status: MOBILE, Mobility: 0.0s, 101.6 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 856: 2: Position: {70, 257}, Status: MOBILE, Mobility: 1.0s, 162.4 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 856: 3: Position: {456, 18}, Status: MOBILE, Mobility: 0.0s, 35.82 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 857: 0: Position: {106, 427}, Status: MOBILE, Mobility: 1.0s, 153.0 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 857: 1: Position: {162, 69}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 7.0s
[SIMINFO]: 857: 2: Position: {73, 253}, Status: MOBILE, Mobility: 0.0s, 162.4 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 857: 3: Position: {456, 18}, Status: MOBILE, Mobility: 5.0s, 50.44 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 858: 0: Position: {104, 429}, Status: MOBILE, Mobility: 0.0s, 153.0 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 858: 1: Position: {162, 69}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 6.0s
[SIMINFO]: 858: 2: Position: {73, 253}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 858: 3: Position: {461, 19}, Status: MOBILE, Mobility: 4.0s, 50.44 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 859: 0: Position: {104, 429}, Status: MOBILE, Mobility: 10.0s, 324.59 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 859: 1: Position: {162, 69}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 5.0s
[SIMINFO]: 859: 2: Position: {73, 253}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 0.0s
[SIMINFO]: 859: 3: Position: {466, 20}, Status: MOBILE, Mobility: 3.0s, 50.44 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 860: 0: Position: {103, 427}, Status: MOBILE, Mobility: 9.0s, 324.59 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 860: 1: Position: {162, 69}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 4.0s
[SIMINFO]: 860: 2: Position: {73, 253}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 5.0s
[SIMINFO]: 860: 3: Position: {471, 21}, Status: MOBILE, Mobility: 2.0s, 50.44 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 861: 0: Position: {102, 425}, Status: MOBILE, Mobility: 8.0s, 324.59 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 861: 1: Position: {162, 69}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 3.0s
[SIMINFO]: 861: 2: Position: {73, 253}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 4.0s
[SIMINFO]: 861: 3: Position: {476, 22}, Status: MOBILE, Mobility: 1.0s, 50.44 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 862: 0: Position: {101, 423}, Status: MOBILE, Mobility: 7.0s, 324.59 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 862: 1: Position: {162, 69}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 2.0s
[SIMINFO]: 862: 2: Position: {73, 253}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 3.0s
[SIMINFO]: 862: 3: Position: {481, 23}, Status: MOBILE, Mobility: 0.0s, 50.44 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 863: 0: Position: {100, 421}, Status: MOBILE, Mobility: 6.0s, 324.59 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 863: 1: Position: {162, 69}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 863: 2: Position: {73, 253}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 2.0s
[SIMINFO]: 863: 3: Position: {481, 23}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 8.0s
[SIMINFO]: 864: 0: Position: {99, 419}, Status: MOBILE, Mobility: 5.0s, 324.59 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 864: 1: Position: {162, 69}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 0.0s
[SIMINFO]: 864: 2: Position: {73, 253}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 864: 3: Position: {481, 23}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 7.0s
[SIMINFO]: 865: 0: Position: {98, 417}, Status: MOBILE, Mobility: 4.0s, 324.59 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 865: 1: Position: {162, 69}, Status: MOBILE, Mobility: 6.0s, 175.89 degrees, 2m/s Pause: 0.0s
